tidy,[5taidi],"n.椅子的背罩, 装杂碎的容器//adj.整齐的, 整洁的, 精简的//vt.弄整齐, 收拾, 整理//vi.整理, 收拾//adj.<口>可观的、相当大的"
tie,[tai],"n.带子, 线, 鞋带, 不分胜负, 关系, 领带, 领结, 平局//vt.系, 打结, 扎, 约束, 与...成平局//vi.被用带(或绳子等)系住, 结合, 打结, 不分胜负"
tiger,[5taigE],"n.[动]老虎, 虎, 凶暴的人"
tight,[tait],"adj.紧的, 绷紧的, 紧密的, 不漏水(不透气)的, 由压迫产生的, 困难的, 吝啬的, 严厉的//adv.紧紧地"
till,[til],"prep.直到, 在...以前, 迄//conj.在...以前, 直到...为止//vt.耕种//n.(商店)铁柜, 放钱的抽屉, 备用现金, 冰渍"
time,[taim],"n.时间, 时侯, 时机, 节拍, 期限, 次数, 时期, 比赛限时//vt.安排...的时间, 记录...的时间, 计时, 定时//vi.打拍子, (...)合拍//adj.时间的, 记时的, 定时的, 定期的, 分期的//n.DOS命令：显示并允许改变系统时间"
time and time again,[],*多次；不断地
tin,[tin],"n.[化]锡, 马口铁, 罐//vt.涂锡于//adj.锡制的"
tiny,[5taini],"adj.很少的, 微小的"
tip,[tip],"n.顶, 尖端, 梢, 倾斜, 轻击, 末端, 小费, 秘密消息//vt.在...顶端装附加物, 使倾斜, 使翻倒, 暗示, 轻击, 给, 泄露, 给小费//vi.倾斜, 翻倒, 倾覆, 踮脚走, 给小费//n.提示, 技巧"
tire,[5taiE],"n.<口>疲劳, 劳累, 轮胎, 头饰//vt.使疲倦, 使厌烦, 梳理//vi.疲劳, 厌倦"
tired,[5taiEd],"adj.疲劳的, 累的, 疲倦的"
title,[5taitl],"n.头衔, 名称, 标题, 冠军, 资格, 字幕, 权利, 扉页//vt.赋予头衔, 加标题于//adj.标题的, 用作书名的"
to,[tu:; tE; tu],"prep.向, 往, 给...,于...,直到...为止, 在...之前, 比, 对, [表示程度、范围] 到, 达//[域] Tonga , 汤加"
to be honest,[],*老实说
to one's astonishment,[],令人吃惊的是
to one's delight,[],*令某人高兴的是
to one's joy,[],*令人高兴的是
to one's surprise,[],使...感到震惊
to the point,[],"adv.中肯, 扼要"
tobacco,[tE5bAkEu],"n.烟草, 烟草制品, 抽烟"
today,[tE5dei],"adv.今天, 现今//n.今天, 现今"
together,[tE5geTE],"adv.共同, 一起, 合起来, 集拢地"
toilet,[5tCilit],"n.盥洗室, 梳洗"
tomato,[tE5mB:tEu; tE5meitEu],"n.番茄, 西红柿"
tomorrow,[tE5mCrEu; tu5mCrEu],"adv.明天见//n.明天, 未来"
ton,[tQn],"n.吨, 大量, 许多"
tongue,[tQN],"n.舌头, 舌状物, 语言, 说话方式, 口语//vt.舔, 闲谈, 斥责//vi.吹管乐器"
too,[tu:],"adv.也, 太过份"
too...to,[],太...以至于不能
too...to...,[],太…以致不能
tool,[tu:l],"n.工具, 用具, 爪牙, 走狗, 手段//vt.用工具加工, 使用设备//vi.使用工具"
tooth,[tu:W],n.牙齿
top,[tCp],"n.顶部, 顶端, 极点, 顶蓬, 陀螺, (常用复数)根菜植物的叶子, 上部, 盖子//adj.最高的, 顶上的, 头等的//vt.盖, 戴, 高耸, 达到顶端, 截去(植物)顶端, 高过, 超越//vi.结束, 完成, 胜过"
total,[5tEutl],"n.总数, 合计//adj.总的, 全部的, 整个的//v.合计, 总数达, 达到"
touch,[tQtF],"n.触, 触觉, 接触, 联系, 轻触, 碰, 缺点, 格调//vt.接触, 触摸, 触及, 达到, 涉及, 点缀, 使接触, 感动//vi.触摸, 接近, 涉及, 提到"
tour,[tuE],"n.旅行, 游历, 旅游//v.旅行, 游历, 巡回, 漫游"
tourism,[5tuEriz(E)m],"n.观光事业, 游览"
tourist,[5tuErist],"n.旅行者, 旅游者"
toward(s),[tE5wC:d(z)],prep.向；朝；对于
tower,[5tauE],"n.塔, 城堡"
town,[taun],"n.市镇, 城镇"
toy,[tCi],n.玩具
track,[trAk],"n.轨迹, 车辙, 跟踪, 航迹, 足迹, 路, 磁轨, 途径//vt.循路而行, 追踪, 通过, 用纤拉//vi.追踪, 留下足迹, 走"
tractor,[5trAktE],n.拖拉机
trade,[treid],"n.贸易, 商业, 交易, 生意, 职业, 行业, [气]信风, 顾客//vi.交易, 买卖, 经商, 对换, 购物//vt.用...进行交换"
traffic,[5trAfik],"n.交通, 通行, 运输, 贸易, 交通量, 交易, 交往, 通信量//vi.交易, 买卖//vt.在...通行, 用...作交换"
train,[trein],"n.火车, 列车, 行列, 后果, 顺序, 长队, 长袍(裙)拖地的部分, 导火线//vt.训练, 培养, 瞄准, (园艺)整枝//vi.锻炼"
trainer,[5treinE],"n.训练者, 驯服者, 驯马师, 软运动鞋"
training,[5treiniN],"n.训练, 练习//adj.训练的"
training centre,[],(企业)培训中心
translate,[trAns5leit],"vt.翻译, 解释, 转化, 转变为, 调动//vi.翻译, 能被译出"
translate...into...,[],*把…译成…
translation,[trAns5leiFEn],"n.翻译, 译文, 转化, 调任, 转换[物][数]平移"
transport,[trAns5pC:t],"n.传送器, 运输, 运输机, 激动, 流放犯, 狂喜//vt.传送, 运输, 流放, 放逐"
trap,[trAp],"n.圈套, 陷阱, 诡计, 活板门, 存水弯, 汽水闸, (双轮)轻便马车//vi.设圈套, 设陷阱//vt.诱捕, 诱骗, 计捉, 设陷, 坑害, 使受限制"
travel,[5trAvl],"v.旅行, 传播//vi.行进, 传播//n.旅行"
treasure,[5treVE],"n.财宝, 财富, 珍品, 财产//vt.珍爱, 珍惜, 储藏, 珍藏"
treat,[tri:t],"n.宴请, 款待, 请客//vt.视为, 对待, 论述, 治疗, 款待//vi.交涉, 谈判, 协商, 款待, 作东"
treatment,[5tri:tmEnt],"n.待遇, 对待, 处理, 治疗"
tree,[tri:],"n.树, 木料, 树状物//vt.赶上树//n.[计] 显示驱动器的子目录结构//vi.爬上树, 逃上树"
trial,[5traiEl],"n.试验, 考验, 审讯, 审判"
trick,[trik],"n.诡计, 骗局, 恶作剧, 窍门, 诀窍//vt.欺骗, 哄骗"
trip,[trip],"n.(短途)旅行, 绊倒, 摔倒, 失足, 往返, 差错, 支吾, 旅程//vt.使跌倒, 使犯错, 使失败, 挑剔//vi.轻快地走, 摔倒, 绊倒, 失足, 结巴, 远足, 犯错, 旅行"
troop,[tru:p],"n.群, 组, 多数, 军队//vi.群集, 结队, 成群而行//vt.把(骑兵)编成骑兵连"
trouble,[5trQbl],"n.烦恼, 麻烦, 动乱, 纠纷, 疾病, 故障, 问题//vt.(使)烦恼, 麻烦, 打扰, 麻烦自己, 费神, 费心"
troublesome,[5trQblsEm],"adj.麻烦的, 讨厌的, 棘手的"
trousers,[5trauzEz],"n.裤子, 长裤"
truck,[trQk],"n.卡车, 敞棚货车, (车站)搬行李用的手推车, 交易, 交换, 废话, 废物, 实物工资//vt.交易, 交往, 以卡车运输//vi.驾驶卡车, 以物易物//adj.<主美>运货汽车的"
true,[tru:],"adj.真实的, 真正的, 忠实的, 忠诚的, 正确的"
trust,[trQst],"vt.信任, 信赖, 盼望, 希望, 赊卖, 热望, 切望//n.(～ in) 信任, 信赖"
truth,[tru:W],"n.事实, 确实, 真理, 原理"
try,[trai],"n.尝试//v.试, 试图, 努力, 试验, 磨难, 考验, 审问"
try on,[],"v.试穿, 试验"
try one's best,[],v.尽力
try out,[],"v.试验, 考验, 提炼"
turn,[tE:n],"n.转动, 旋转, 转变方向, 轮流, 时机, (一)回, 倾向, 癖性//v.(使)转动, 翻转, 扭转, (使)变质, 超过(年龄,数量等), 车(成)晕镆孜?adj.<"
turn away,[],"v.不准...入内, 走开, 转过脸, 解雇, 避免, 防止"
turn down,[],"v.(被)向下折转, 拒绝"
turn off,[],"v.关掉, 避开, 使转变方向, 生产, 制造, 用车床加工出, 使厌烦, 变成"
turn on,[],"v.开启, 变得兴奋, 突然装出, 开始"
turn over,[],"v.打翻, 营业额达到, 周转, 移交给, 反复考虑, 翻身, 折腾, 翻阅"
turn to,[],"v.转向, 变成, 求助于, 致力于, 开始行动"
turn up,[],"v.找到, 发现, 出现, 折起, 拐入, 卷起, 使仰卧, 突然发生"
turn...into...,[],变成；变得；把…变成
twelfth,[twelfW],num.第十二
twelve,[twelv],num.十二
twentieth,[5twentiiW],"adj.第二十的, 二十分之一的//n.第二十(个), 二十分之一, (月)的第二十日"
twenty,[5twenti],"num.二十, 二十个"
twice,[twais],"adv.两次, 两倍"
two,[tu:],"num.二, 两个"
type,[taip],"n.类型, 典型, 模范, [印刷]活字, 铅字//v.打字, 测定(血等)类型"
typewriter,[5taipraitE],n.打字机
typist,[5taipist],n.打字员
tyre,[5taiE],n.轮胎//vt.装轮胎于
ugly,[5Qgli],"adj.丑陋的, 难看的"
umbrella,[Qm5brelE],"n.伞, 雨伞, 庇护"
unable,[5Qn5eibl],"adj.不能的, 不会的"
uncertain,[Qn5sE:tn],"adj.无常的, 不确定的, 不可预测的, 靠不住的"
uncle,[5QNkl],"n.伯父, 叔父, 姨丈, 援助者"
under,[5QndE],"prep.在...之下, 在...之内, 在...领导下, 低于, 假借//adv.在下"
underground,[5QndEgraund],"adj.地下的, 地面下的, 秘密的//n.[英] 地铁//adv.在地下, 秘密地"
understand,[7QndE5stAnd],"v.懂, 了解, 听说, 推定, 以为, 省略"
understanding,[7QndE5stAndiN],"n.谅解, 理解"
underwater,[5QndE5wC:tE],"adj.在水下的, 在水中的//adv.在水下, 在水线以下//n.(海洋等)水面下的水"
undivided,[5Qndi5vaidid],"adj.未分开的, 专一的, 专心的"
unfair,[5Qn5fZE],adj.不公平的
unfold,[Qn5fEuld],"vt.打开, 显露, 开展, 阐明//vi.伸展, 开花, 呈现//vt.放(羊)出栏"
unhealthy,[Qn5helWi],"adj.不健康的, 对健康有害的"
uniform,[5ju:nifC:m],"adj.统一的, 相同的, 一致的, 始终如一的, 均衡的//n.制服//vt.使成一样, 使穿制服"
union,[5ju:njEn],"n.联合, 合并, 结合, 联盟, 协会"
unit,[5ju:nit],"n.个体, (计量)单位, (军队的)部队单位, [数学]最小的整数"
unite,[ju(:)5nait],"v.联合, 团结"
united,[ju5naitid],"adj.联合的, 团结的, 一致的"
universe,[5ju:nivE:s],"n.宇宙, 世界, 万物, 领域"
university,[7ju:ni5vE:siti],n.(综合)大学
unknown,[5Qn5nEun],"adj.不知道的, 未知的//n.不知名的"
unless,[En5les; Qn5les],"conj.如果不, 除非"
unpleasant,[Qn5pleznt],"adj.使人不愉快的, 讨厌的"
unreserved,[5Qnri5zE:vd],"adj.不隐瞒的, 坦白的, 无限制的"
unrest,[5Qn5rest],"n.不安的状态, 动荡的局面"
unsold,[Qn5sEuld],adj.未出售的
unsuccessful,[5QnsEk5sesful],"adj.不成功的, 失败的"
until,[En5til; Qn5til],"prep.到...为止, 在...以前//conj.到...为止, 在...以前, 直到...才"
unusual,[Qn5ju:VuEl],"adj.不平常的, 与众不同的, 不寻常的"
up,[Qp],"adv.向上, 到(较高的地方,北方), 起来, 起床//prep.向上, 在上, 沿//adj.向上的, 上行的"
up and down,[],"adv.上下地, 到处, 前前后后, 来来往往"
upon,[E5pCn],prep.在...之上
upstairs,[5Qp5stZEz],"adv.向楼上, 在楼上, 上楼//adj.楼上的"
upward(s),[],a.&ad.向上的(地)；往上的(地)
uranium,[juE5reiniEm],n.铀
us,[Qs; Es],"pron.<用作宾语>我们//[域] United States , 美国"
use,[ju:s],"vt.使用, 利用, 耗费//n.使用, 利用, 用途, 效用, 使用价值"
use one's head,[],动脑筋
used,[ju:st],"adj.习惯的, 旧的, 用旧了的"
used to,[5ju:s tE],"惯常, 惯于"
useful,[5ju:sful],"adj.有用的, 有益的, 有帮手的"
useless,[5ju:slis],"adj.无用的, 无效的, 无益的, 无价值的"
usual,[5ju:VuEl],"adj.平常的, 通常的, 惯例的"
usually,[5ju:VuEli],"adv.通常, 大抵"
vacation,[vE5keiFEn;vei5keiFEn],"n.假期, 休假, (房屋等的)腾出//v.<美>度假, 休假"
valley,[5vAli],"n.(山)谷, 流域"
valuable,[5vAljuEbl],"adj.贵重的, 有价值的, 颇有价值的"
value,[5vAlju:; -ju],"n.价值, 估价, 评价, 价格, [数]值, 确切涵义//vt.估价, 评价, 重视"
variety,[vE5raiEti],"n.变化, 多样性, 种种, 品种, 种类"
various,[5vZEriEs],"adj.不同的, 各种各样的, 多方面的, 多样的"
vast,[vB:st],"adj.巨大的, 辽阔的, 大量的, 巨额的"
vegetable,[5vedVitEbl],"n.蔬菜, 植物, 生活呆板单调的人//adj.蔬菜的, 植物的"
verb,[vE:b],n.[语]动词
very,[5veri],"adv.很, 甚, 及其, 非常, 完全//adj.真正的, 真实的, 恰好的, 绝对的, 十足的, 特别的"
victory,[5viktEri],"n.胜利, 战胜, 克服, [罗神]胜利女神"
video,[5vidiEu],"n.电视, 录象, 视频"
videophone,[`vidiEufEun],n.电视电话
view,[vju:],"n.景色, 风景, 观点, 见解, 观察, 观看, 意见, 认为//vt.观察, 观看"
viewer,[5vju:E],"n.电视观众,阅读器"
village,[5vilidV],"n.乡村, 村庄//adj.村庄的"
villager,[],n.村民
vinegar,[5vinigE],n.醋
violence,[5vaiElEns],"n.猛烈, 强烈, 暴力, 暴虐, 暴行, 强暴"
violent,[5vaiElEnt],"adj.猛烈的, 激烈的, 暴力引起的, 强暴的"
violin,[7vaiE5lin],"n.小提琴, 小提琴手"
visit,[5vizit],"n.拜访, 访问, 游览, 参观, (作客)逗留, 视察, 调查//vt.拜访, 访问, 参观, 视察, 降临//vi.访问, 参观, 闲谈"
visitor,[5vizitE],"n.访问者, 来宾, 游客"
vocabulary,[vE5kAbjulEri],"n.词汇, 词汇量, 词表"
voice,[vCis],"n.声音, 嗓音, 发音能力, 意见, 发言权, [语法]语态//vt.表达, 吐露"
volleyball,[5vClibC:l],n.排球
vote,[vEut],"n.投票, 选票,表决, 得票数//vi.投票//vt.投票,投票决定, 公认, <口>建议, 使投票"
voyage,[5vCiidV],"n.航程, 航空, 航海记, 旅行记//vi.航海, 航行//vt.渡过, 飞过"
wagging,[],*a.摇动的；摆动的
wait,[weit],"v.(～ for)等待, 等候//n.等待, 等待时间"
wait for,[],v.等待
waiter,[5weitE],"n.侍者, 服务员"
waitress,[5weitris],n.女服务生
wake,[weik],"vt.叫醒, 激发//vi.醒来, 醒着, 警觉, 振奋//n.醒, 守夜, 尾迹, (人, 车等经过的)痕迹, 守丧"
wake up,[],v.醒来
walk,[wC:k],"vi.步, 行, 走//n.步行, 散步, 步, 行道"
wall,[wC:l],"n.墙壁, 围墙, 似墙之物//adj.墙壁的//vt.围以墙"
want,[wCnt],"vt.想要, 希望, 需要, 短缺, 缺少//n.需要, 短缺"
war,[wC:],"n.战争//vi.作战, 打仗"
warm,[wC:m],"adj.暖和的, 暖的, 温暖的, 色情的, 激烈的, 热烈的, 多情的, 兴奋的//adv.(常用以构成复合词)暖和地//vt.使温暖, 弄热, 使兴奋, 使热烈//vi.变暖和, 变温暖, 激动, 同情, 爱好//n.暖, 保暖物"
warm-blooded,[wC:m5blQdid],"adj.热血的, 热烈的"
warn,[wC:n],"vt.警告, 注意, 通知//vi.发出警告, 发出预告"
warning,[5wC:niN],"n.警告, 预告, 通知, 预兆"
warship,[5wC:Fip],"n.军舰, 战船"
wartime,[5wC:taim],n.战时
wash,[wCF],"n.洗, 洗涤, 冲洗, 洗涤剂, 洼地, 洗的衣服, 冲积物//vt.洗, 洗涤, 洗清, 粉刷, 冲出, 弄湿, 流过, 镀金于//vi.洗涤, 洗澡, 被冲蚀, 漂浮//adj.耐洗的, (证券交易)虚假的"
wash away,[],洗掉// 洗净// 冲走// 冲坏
waste,[weist],"n.废物, 浪费, 损耗, 消耗, 地面风化物, 垃圾, 荒地//adj.废弃的, 荒芜的, 多余的//vt.浪费, 消耗, 使荒芜//vi.被浪费, 挥霍钱财, 变消瘦, 被损耗"
watch,[wCtF],"n.注视, 注意, 手表, 看守, 守护, 监视, 值班人//vt.看, 注视, 照顾, 监视, 警戒, 守护, 看守//vi.观看, 注视, 守侯//adj.手表的, 挂表的"
watch over,[],"v.看守, 监视"
water,[5wC:tE],"n.水, 雨水, 海水, 水位, 水面, 流体//vt.喷淋, 供以水, 注入水, 使湿//vi.流泪, 加水//adj.水的, 水上的, 水生的, 含水的"
wave,[weiv],"n.波, 波浪, (挥手)示意, 致意//vi.(挥手)示意, 致意, 波动, 飘动, 摇动"
way,[wei],"n.路, 路线, 路途, 习惯, 行业, 规模, 道路, 情形//adj.中途, 途中的//adv.远远地, 大大地, 非常"
we,[wi:; wi],pron.我们
weak,[wi:k],"adj.不牢固的, 弱的, 虚弱的, 软弱的, 淡的, 疲软的, 无力的, 不耐用的"
weakness,[5wi:knis],"n.虚弱, 软弱, 弱点, 缺点"
wealth,[welW],"n.财富, 财产, 大量"
wealthy,[5welWi],"adj.富有的, 丰裕的, 充分的//n.富人, 有钱人"
wear,[wiE],"vt.穿, 戴//v.(～ out) 磨损, 用旧, (～ out) 穿着"
weather,[5weTE],"n.天气, 气候, 气象, 处境//adj.迎风的, 露天的//vt.使受风吹雨打, 侵蚀, 使风化, 经受住//vi.风化, 受侵蚀, 经受风雨"
weatherman,[`weTEmEn],气象员
wedding,[5wediN],"n.婚礼, 婚宴, 结合, 结婚典礼"
weed,[wi:d],"n.野草, 杂草//v.除草, 铲除"
week,[wi:k],"n.星期, 周"
weekend,[wi:k5end; 5wi:kend],"n.周末, 周末休假//adj.周末的//vi.度周末的"
weekly,[5wi:kli],"adj.每星期的, 一周的//adv.每周一次//n.周刊, 周报"
weigh,[wei],"vt.称...重量, 称//vi.重(若干) 穿着"
weight,[weit],"n.重力, 重量, 分量, 砝码, 重要(性), 势力, 负担, 重累"
welcome,[5welkEm],n.欢迎//vt.欢迎//int.欢迎//adj.受欢迎的
well,[wel],"adj.健康的, 良好的, 适当的//adv.好, 满意地, 充分地, 彻底地, 有理地, 适当地, 夸奖地//n.井//vi.涌出"
well-known,[],"adj.众所周知的, 有名的, 清楚明白的"
west,[west],"n.西方, 西部//adj.西的, 西方的//adv.向西方"
western,[5westEn],"adj.西的, 西方的, 来自西方的人, 有西方特征的"
westerner,[],"n.美国之西部的人, 西方人"
wet,[wet],"adj.湿的, 潮湿的, 有雨的, 多雨的//vt.弄湿"
whale,[weil; hw-],n.鲸//v.捕鲸
what,[(h)wCt],"pron.什么//int.怎么, 多么//adj.什么//adv.到什么程度, 在哪一方面//n.本质, 实质, 要素"
whatever,[wCt5evE; hw-],"pron.凡是...,无论什么//adj.无论怎样的, 无论哪一种的, 什么也"
wheat,[wi:t; hw-],"n.小麦, 小麦色, 淡黄色, 朴实的人"
wheel,[wi:l; hw-],"n.轮, 车轮, 轮子"
wheelchair,[5wi:ltFeE(r):W5:BN],n.轮椅
when,[(h)wen],"conj.就在那个时候, 在...的时候//adv.什么时候, ...的时候//pron.什么时侯, 那时"
whenever,[(h)wen5evE],"conj.无论何时, 随时//n.只要"
where,[(h)wZE],"adv.什么地方, 在哪里, ...的(地方)adv.到什么程度, 在哪一方面//n."
wherever,[(h)wZEr5evE],"adv.无论那里, 无论什么情况下"
whether,[5(h)weTE],"conj.是否, 不管, 无论"
which,[(h)witF],"pron.哪个, 哪几个, ...的, ...那个//adj.哪个"
whichever,[(h)witF5evE],"pron.无论那一个, 任何一个"
while,[(h)wail],"n.一会儿, 时间//conj.当...的时候, 虽然//vt.消磨//prep.<古><方>直到"
whisper,[5(h)wispE],"n.耳语, 私语, 密谈, 谣传, 飒飒的声音//vi.耳语, 密谈, 飒飒地响//vt.低声说"
whistle,[(h)wisl],"n.口哨, 汽笛, 口哨声, 汽笛声//v.吹口哨, 鸣汽笛"
white,[(h)wait],"n.白色, 蛋白, 白种人//adj.白(色)的, 白种人的"
who,[hu:],"pron.谁, 那...的(人)?"
whole,[hEul],"n.全部, 全体, 整体, 完全之体系//adj.所有的, 完整的, 完全的, 纯粹的, 未损伤的, 未打破的//adv.完全, 整个"
whom,[hu:m; hum],pron.谁
whose,[hu:z],"pron.谁的, 那(些)人的"
why,[(h)wai],"adv.为什么, ...的(理由)//int.(表吃惊, 满意等)哎呀!什么?"
wide,[waid],"adj.宽的, 广阔的, 张大的, 远离目标的//adv.广阔地, 广大地, 远离目标地"
widespread,[5waidspred; -5spred],"adj.分布广泛的, 普遍的"
wife,[waif],n.妻子
wild,[waild],"adj.野性的, 野生的, 野蛮的, 狂热的, 疯狂的"
wildlife,[5waildlaif],n.野生动植物
will,[wil; wEl; El; l],"n.意志, 决心, 意向, 遗嘱//v.aux.将, 愿意, 必须"
willing,[5wiliN],"adj.乐意的, 自愿的, 心甘情愿的, 反应迅速的"
willingly,[],"adv.自动地, 欣然地"
win,[win],"v.(获)胜, 赢得, 劝诱, 取得胜利//n.赢, 胜利"
wind,[waind],"n.风//v.绕, 缠, 上发条, 旋紧"
window,[5windEu],"n.窗, 窗口"
wine,[wain],"n.葡萄酒, 酒"
wing,[wiN],"n.翅, 翅膀, 翼, 飞翔, 机翼, 派别//vt.装以翼, 飞过, 使飞, 空运, 增加...速度//vi.飞, 飞行"
winter,[5wintE],"n.冬, 冬季, 萧条期, 衰退期//adj.冬天的//vt.对...进行冬天保护//vi.过冬"
wipe,[waip],"v.擦, 揩, 擦去"
wire,[5waiE],"n.金属丝, 电线, 电报, 电信, 铁丝网//vt.用金属丝卷起, 拍电报//vi.打电报//adj.金属丝制的"
wisdom,[5wizdEm],"n.智慧, 明智的行为, 学识, 名言, 贤人, 至理名言"
wise,[waiz],"adj.英明的, 明智的, 慎虑的, 聪明的, 博学的, 明白的, 贤明的, 狡猾的//vi.知道//vt.告诉, 劝导//n.方法, 方式"
wish,[wiF],"n.愿望, 心愿, 请求, 所愿望的事物, 祝愿//v.希望, 想要, 但愿, 祝贺"
