abandon,[E5bAndEn],"vt.放弃, 遗弃//n.放任, 狂热"
tyre,[5taiE],n.轮胎//vt.装轮胎于
ugly,[5Qgli],"adj.丑陋的, 难看的"
ultimate,[5Qltimit],"adj.最后的, 最终的, 根本的//n.最终"
umbrella,[Qm5brelE],"n.伞, 雨伞, 庇护"
unable,[5Qn5eibl],"adj.不能的, 不会的"
uncertain,[Qn5sE:tn],"adj.无常的, 不确定的, 不可预测的, 靠不住的"
uncle,[5QNkl],"n.伯父, 叔父, 姨丈, 援助者"
unconscious,[Qn5kCnFEs],"adj.不省人事, 未发觉的, 无意识的"
uncover,[Qn5kQvE],"vt.揭开, 揭露//v.揭示"
under,[5QndE],"prep.在...之下, 在...之内, 在...领导下, 低于, 假借//adv.在下"
undergo,[7QndE5gEu],"vt.经历, 遭受, 忍受"
undergraduate,[7QndE5grAdjuit],"n.大学肄业生, (尚未取得学位的)大学生//adj.大学生的"
underground,[5QndEgraund],"adj.地下的, 地面下的, 秘密的//n.[英] 地铁//adv.在地下, 秘密地"
underline,[7QndE5lain],"vt.在...下面划线, 作...的衬里, 加下划线, 强调//n.下划线"
underneath,[7QndE5ni:W],adv.在下面//prep.在...的下面
understand,[7QndE5stAnd],"v.懂, 了解, 听说, 推定, 以为, 省略"
understanding,[7QndE5stAndiN],"n.谅解, 理解"
undertake,[7QndE5teik],"vt.承担, 担任, 许诺, 保证//v.采取"
undo,[5Qn5du:],"vt.解开, 松开//v.取消//撤消"
undoubtedly,[Qn5dautidli],"adv.无庸置疑地, 的确地"
uneasy,[Qn5i:zi],"adj.心神不安的, 不自在的, 不稳定的, 不舒服的//adv.心神不安地, 不自在地, 不稳定地"
unexpected,[5Qniks5pektid],"adj.想不到的, 意外的, 未预料到"
unfortunately,[Qn5fC:tjunEtli],adv.不幸地
uniform,[5ju:nifC:m],"adj.统一的, 相同的, 一致的, 始终如一的, 均衡的//n.制服//vt.使成一样, 使穿制服"
union,[5ju:njEn],"n.联合, 合并, 结合, 联盟, 协会"
unique,[ju:5ni:k],"adj.唯一的, 独特的"
unit,[5ju:nit],"n.个体, (计量)单位, (军队的)部队单位, [数学]最小的整数"
unite,[ju(:)5nait],"v.联合, 团结"
unity,[5ju:niti],"n.团结, 联合, 统一, 一致"
universal,[7ju:ni5vE:sEl],"adj.普遍的, 全体的, 通用的, 宇宙的, 世界的"
universe,[5ju:nivE:s],"n.宇宙, 世界, 万物, 领域"
university,[7ju:ni5vE:siti],n.(综合)大学
unknown,[5Qn5nEun],"adj.不知道的, 未知的//n.不知名的"
unless,[En5les; Qn5les],"conj.如果不, 除非"
unlike,[5Qn5laik],"adj.不同的, 不相似的//prep.不象...,和...不同"
unlikely,[Qn5laikli],"adj.未必的, 不太可能的, 靠不住的"
unload,[5Qn5lEud],"vi.卸货, 退子弹//vt.摆脱...之负担, 倾销, 卸"
until,[En5til; Qn5til],"prep.到...为止, 在...以前//conj.到...为止, 在...以前, 直到...才"
unusual,[Qn5ju:VuEl],"adj.不平常的, 与众不同的, 不寻常的"
up,[Qp],"adv.向上, 到(较高的地方,北方), 起来, 起床//prep.向上, 在上, 沿//adj.向上的, 上行的"
up-to-date,[5QptE5deit],"adj.直到现在的, 最近的, 当代的, 新式的"
upon,[E5pCn],prep.在...之上
upper,[5QpE],"adj.上面的, 上部的"
upright,[5Qp5rait],"adj.垂直的, 竖式的, 正直的, 诚实的, 合乎正道的//adv.笔直, 竖立着//n.垂直, 竖立"
upset,[Qp5set],"vt.颠覆, 推翻, 扰乱, 使不适, 使心烦//vi.翻倒, 倾覆//n.翻倒, 混乱"
upstairs,[5Qp5stZEz],"adv.向楼上, 在楼上, 上楼//adj.楼上的"
upward,[5QpwEd],"adj.向上的, (声调)声高的//adv.以上"
urban,[5E:bEn],"adj.城市的, 市内的"
urge,[E:dV],"vt.催促, 力劝//n.强烈欲望, 迫切要求//v.促进"
urgent,[5E:dVEnt],"adj.急迫的, 紧急的"
us,[Qs; Es],"pron.<用作宾语>我们//[域] United States , 美国"
usage,[5ju:zidV],"n.使用, 用法"
use,[ju:s],"vt.使用, 利用, 耗费//n.使用, 利用, 用途, 效用, 使用价值"
used,[ju:st],"adj.习惯的, 旧的, 用旧了的"
useful,[5ju:sful],"adj.有用的, 有益的, 有帮手的"
useless,[5ju:slis],"adj.无用的, 无效的, 无益的, 无价值的"
user,[5ju:zE],"n.使用者, 使用物, [律]权利的实际享有"
usual,[5ju:VuEl],"adj.平常的, 通常的, 惯例的"
usually,[5ju:VuEli],"adv.通常, 大抵"
utility,[ju:5tiliti],"n.效用, 有用"
utilize,[ju:5tilaiz],vt.利用
utmost,[5QtmEust],"n.极限, 最大可能, 极力//adj.极度的, 最远的"
utter,[5QtE],"adj.全然的, 绝对的//vt.发出, 做声, 发表, 发射, 流通"
vacant,[5veikEnt],"adj.空的, 空白的, 空灵的, 头脑空虚的, 神情茫然的, 空闲的, 空缺的"
vacation,[vE5keiFEn;vei5keiFEn],"n.假期, 休假, (房屋等的)腾出//v.<美>度假, 休假"
vacuum,[5vAkjuEm],"n.真空, 空间, 真空吸尘器//adj.真空的, 产生真空的, 利用真空的//vt.用真空吸尘器打扫"
vague,[veig],"adj.含糊的, 不清楚的, 茫然的, 暧昧的"
vain,[vein],"adj.徒然的, 无益的, 虚荣的, 空虚的, 自负的, 愚蠢的"
valid,[5vAlid],"adj.[律]有效的, 有根据的, 正当的, 正确的"
valley,[5vAli],"n.(山)谷, 流域"
valuable,[5vAljuEbl],"adj.贵重的, 有价值的, 颇有价值的"
value,[5vAlju:; -ju],"n.价值, 估价, 评价, 价格, [数]值, 确切涵义//vt.估价, 评价, 重视"
van,[vAn],"n.有篷货车, 先锋, 前驱, 前卫//vt.用车搬运"
vanish,[5vAniF],"vi.消失, 突然不见, [数]成为零//n.[语]弱化音"
vapour,[5veipE],"n.蒸汽, 水蒸气"
variable,[5vZEriEbl],"n.[数]变数, 可变物, 变量//adj.可变的, 不定的, 易变的, [数]变量的"
variation,[7vZEri5eiFEn],"n.变更, 变化, 变异, 变种, [音]变奏, 变调"
variety,[vE5raiEti],"n.变化, 多样性, 种种, 品种, 种类"
various,[5vZEriEs],"adj.不同的, 各种各样的, 多方面的, 多样的"
vary,[5vZEri],"vt.改变, 变更, 使多样化//vi.变化, 不同, 违反"
vast,[vB:st],"adj.巨大的, 辽阔的, 大量的, 巨额的"
vegetable,[5vedVitEbl],"n.蔬菜, 植物, 生活呆板单调的人//adj.蔬菜的, 植物的"
vehicle,[5vi:ikl],"n.交通工具, 车辆, 媒介物, 传达手段"
velocity,[vi5lCsiti],"n.速度, 速率, 迅速, 周转率"
venture,[5ventFE],"n.冒险, 投机, 风险//v.冒险, 冒昧, 斗胆, 胆敢(谦语)空闲的, 空缺的"
verb,[vE:b],n.[语]动词
verify,[5verifai],"vt.检验, 校验, 查证, 核实//[计] 打开或关闭文件的读写校验"
version,[5vE:FEn],"n.译文, 译本, 翻译"
vertical,[5vE:tikEl],"adj.垂直的, 直立的, 顶点的, [解]头顶的//n.垂直线, 垂直面, 竖向"
very,[5veri],"adv.很, 甚, 及其, 非常, 完全//adj.真正的, 真实的, 恰好的, 绝对的, 十足的, 特别的"
vessel,[5vesl],"n.船, 容器, 器皿, 脉管, 导管"
veteran,[5vetErEn],"n.老兵, 老手, 富有经验的人, 退伍军人//adj.老兵的, 经验丰富的"
via,[5vaiE; 5vi:E],"prep.经, 通过, 经由"
vibrate,[vai5breit],"v.(使)振动, (使)摇摆"
vice,[vais],"n.恶习, 恶行, 坏脾气, 罪恶, 堕落, 老虎钳, 缺点, 缺陷//vt.钳住//prep.代替"
victim,[5viktim],"n.受害人, 牺牲者, 牺牲品"
victory,[5viktEri],"n.胜利, 战胜, 克服, [罗神]胜利女神"
video,[5vidiEu],"n.电视, 录象, 视频"
view,[vju:],"n.景色, 风景, 观点, 见解, 观察, 观看, 意见, 认为//vt.观察, 观看"
viewpoint,[5vju:7pCint],n.观点
vigorous,[5vigErEs],"adj.精力旺盛的, 有力的, 健壮的"
village,[5vilidV],"n.乡村, 村庄//adj.村庄的"
vinegar,[5vinigE],n.醋
violence,[5vaiElEns],"n.猛烈, 强烈, 暴力, 暴虐, 暴行, 强暴"
violent,[5vaiElEnt],"adj.猛烈的, 激烈的, 暴力引起的, 强暴的"
violet,[5vaiElit],n.紫罗兰//adj.紫罗兰色的
violin,[7vaiE5lin],"n.小提琴, 小提琴手"
virtually,[5vE:tjuEli],"adv.事实上, 实质上"
virtue,[5vE:tju:],"n.德行, 美德, 贞操, 优点, 功效, 效力, 英勇"
visible,[5vizEbl],"adj.看得见的, 明显的, 显著的//n.可见物"
vision,[5viVEn],"n.视力, 视觉, 先见之明, 眼力, 想象力, 幻想, 幻影, 景象//vt.梦见, 想象, 显示"
visit,[5vizit],"n.拜访, 访问, 游览, 参观, (作客)逗留, 视察, 调查//vt.拜访, 访问, 参观, 视察, 降临//vi.访问, 参观, 闲谈"
visitor,[5vizitE],"n.访问者, 来宾, 游客"
visual,[5vizjuEl],"adj.看的, 视觉的, 形象的, 栩栩如生的"
vital,[5vaitl],"adj.生死攸关的, 重大的, 生命的, 生机的, 至关重要的, 所必需的"
vitamin,[5vaitEmin; 5vi-],"n.维他命, 维生素"
vivid,[5vivid],"adj.生动的, 鲜明的, 鲜艳的, 大胆的, 清晰的, 活泼的, 逼真的"
vocabulary,[vE5kAbjulEri],"n.词汇, 词汇量, 词表"
voice,[vCis],"n.声音, 嗓音, 发音能力, 意见, 发言权, [语法]语态//vt.表达, 吐露"
volcano,[vCl5keinEu],n.火山
volt,[vEult; vClt],"n.(马术中的)环骑, [击剑]闪避, [电工]伏特"
voltage,[5vEultidV],"n.[电工]电压, 伏特数"
volume,[5vClju:m; (?@) -jEm],"n.卷, 册, 体积, 量, 大量, 音量"
voluntary,[5vClEntEri; (?@) -teri],"adj.自动的, 自愿的, 主动的, 故意的, 非官办的, 志愿的, 自发的"
vote,[vEut],"n.投票, 选票,表决, 得票数//vi.投票//vt.投票,投票决定, 公认, <口>建议, 使投票"
voyage,[5vCiidV],"n.航程, 航空, 航海记, 旅行记//vi.航海, 航行//vt.渡过, 飞过"
wage,[weidV],n.工资//v.发动
waist,[weist],"n.腰部, 腰, 衣服的上身部分, 背心"
wait,[weit],"v.(～ for)等待, 等候//n.等待, 等待时间"
waiter,[5weitE],"n.侍者, 服务员"
wake,[weik],"vt.叫醒, 激发//vi.醒来, 醒着, 警觉, 振奋//n.醒, 守夜, 尾迹, (人, 车等经过的)痕迹, 守丧"
waken,[5weikEn],vi.醒来//vt.唤醒
walk,[wC:k],"vi.步, 行, 走//n.步行, 散步, 步, 行道"
wall,[wC:l],"n.墙壁, 围墙, 似墙之物//adj.墙壁的//vt.围以墙"
wander,[5wCndE],"vi.漫步, 徘徊, 迷路, 迷失方向, 离题"
want,[wCnt],"vt.想要, 希望, 需要, 短缺, 缺少//n.需要, 短缺"
war,[wC:],"n.战争//vi.作战, 打仗"
warm,[wC:m],"adj.暖和的, 暖的, 温暖的, 色情的, 激烈的, 热烈的, 多情的, 兴奋的//adv.(常用以构成复合词)暖和地//vt.使温暖, 弄热, 使兴奋, 使热烈//vi.变暖和, 变温暖, 激动, 同情, 爱好//n.暖, 保暖物"
warmth,[wC:mW],"n.暖和, 温暖, 热心, 热情"
warn,[wC:n],"vt.警告, 注意, 通知//vi.发出警告, 发出预告"
wash,[wCF],"n.洗, 洗涤, 冲洗, 洗涤剂, 洼地, 洗的衣服, 冲积物//vt.洗, 洗涤, 洗清, 粉刷, 冲出, 弄湿, 流过, 镀金于//vi.洗涤, 洗澡, 被冲蚀, 漂浮//adj.耐洗的, (证券交易)虚假的"
waste,[weist],"n.废物, 浪费, 损耗, 消耗, 地面风化物, 垃圾, 荒地//adj.废弃的, 荒芜的, 多余的//vt.浪费, 消耗, 使荒芜//vi.被浪费, 挥霍钱财, 变消瘦, 被损耗"
watch,[wCtF],"n.注视, 注意, 手表, 看守, 守护, 监视, 值班人//vt.看, 注视, 照顾, 监视, 警戒, 守护, 看守//vi.观看, 注视, 守侯//adj.手表的, 挂表的"
water,[5wC:tE],"n.水, 雨水, 海水, 水位, 水面, 流体//vt.喷淋, 供以水, 注入水, 使湿//vi.流泪, 加水//adj.水的, 水上的, 水生的, 含水的"
waterproof,[5wC:tEpru:f],"adj.防水的, 不透水的"
wave,[weiv],"n.波, 波浪, (挥手)示意, 致意//vi.(挥手)示意, 致意, 波动, 飘动, 摇动"
wax,[wAks],"n.蜡, 蜡状物, 增加, 月亮由亏转盈//vi.变大, 增大, 月亮渐满//vt.上蜡于"
way,[wei],"n.路, 路线, 路途, 习惯, 行业, 规模, 道路, 情形//adj.中途, 途中的//adv.远远地, 大大地, 非常"
we,[wi:; wi],pron.我们
weak,[wi:k],"adj.不牢固的, 弱的, 虚弱的, 软弱的, 淡的, 疲软的, 无力的, 不耐用的"
weaken,[5wi:kEn],"v.削弱, (使)变弱"
weakness,[5wi:knis],"n.虚弱, 软弱, 弱点, 缺点"
wealth,[welW],"n.财富, 财产, 大量"
wealthy,[5welWi],"adj.富有的, 丰裕的, 充分的//n.富人, 有钱人"
weapon,[5wepEn],n.武器
wear,[wiE],"vt.穿, 戴//v.(～ out) 磨损, 用旧, (～ out) 穿着"
weather,[5weTE],"n.天气, 气候, 气象, 处境//adj.迎风的, 露天的//vt.使受风吹雨打, 侵蚀, 使风化, 经受住//vi.风化, 受侵蚀, 经受风雨"
weave,[wi:v],"n.编法, 织法, 编织//vt.编织, 组合, 编排, 使迂回前进//vi.纺织, 迂回行进, 摇晃//n.织法, 织物"
wedding,[5wediN],"n.婚礼, 婚宴, 结合, 结婚典礼"
Wednesday,[5wenzdei; 5wenzdi],n.星期三
weed,[wi:d],"n.野草, 杂草//v.除草, 铲除"
week,[wi:k],"n.星期, 周"
weekday,[5wi:kdei],"n.周日, 平日"
weekend,[wi:k5end; 5wi:kend],"n.周末, 周末休假//adj.周末的//vi.度周末的"
weekly,[5wi:kli],"adj.每星期的, 一周的//adv.每周一次//n.周刊, 周报"
weep,[wi:p],"n.哭, 哭泣, 滴下//vi.哭泣, 流泪, 哀悼, 滴落//vt.哭着使...,悲叹, 滴下"
weigh,[wei],"vt.称...重量, 称//vi.重(若干)楹? 编排, 使迂回前进//vi.纺织, 迂回"
weight,[weit],"n.重力, 重量, 分量, 砝码, 重要(性), 势力, 负担, 重累"
welcome,[5welkEm],n.欢迎//vt.欢迎//int.欢迎//adj.受欢迎的
weld,[weld],"vt.焊接//n.焊接, 焊缝"
welfare,[5welfZE],"n.福利, 安宁, 幸福, 福利事业, 社会安全//adj.福利的"
well,[wel],"adj.健康的, 良好的, 适当的//adv.好, 满意地, 充分地, 彻底地, 有理地, 适当地, 夸奖地//n.井//vi.涌出"
west,[west],"n.西方, 西部//adj.西的, 西方的//adv.向西方"
western,[5westEn],"adj.西的, 西方的, 来自西方的人, 有西方特征的"
wet,[wet],"adj.湿的, 潮湿的, 有雨的, 多雨的//vt.弄湿"
what,[(h)wCt],"pron.什么//int.怎么, 多么//adj.什么//adv.到什么程度, 在哪一方面//n.本质, 实质, 要素"
whatever,[wCt5evE; hw-],"pron.凡是...,无论什么//adj.无论怎样的, 无论哪一种的, 什么也"
wheat,[wi:t; hw-],"n.小麦, 小麦色, 淡黄色, 朴实的人"
wheel,[wi:l; hw-],"n.轮, 车轮, 轮子"
when,[(h)wen],"conj.就在那个时候, 在...的时候//adv.什么时候, ...的时候//pron.什么时侯, 那时"
whenever,[(h)wen5evE],"conj.无论何时, 随时//n.只要"
where,[(h)wZE],"adv.什么地方, 在哪里, ...的(地方)adv.到什么程度, 在哪一方面//n."
wherever,[(h)wZEr5evE],"adv.无论那里, 无论什么情况下"
whether,[5(h)weTE],"conj.是否, 不管, 无论"
which,[(h)witF],"pron.哪个, 哪几个, ...的, ...那个//adj.哪个"
whichever,[(h)witF5evE],"pron.无论那一个, 任何一个"
while,[(h)wail],"n.一会儿, 时间//conj.当...的时候, 虽然//vt.消磨//prep.<古><方>直到"
whilst,[wailst],"conj.时时, 同时"
whip,[(h)wip],"n.鞭子, 车夫//v.鞭打, 抽打, 突然移动"
whisper,[5(h)wispE],"n.耳语, 私语, 密谈, 谣传, 飒飒的声音//vi.耳语, 密谈, 飒飒地响//vt.低声说"
whistle,[(h)wisl],"n.口哨, 汽笛, 口哨声, 汽笛声//v.吹口哨, 鸣汽笛"
white,[(h)wait],"n.白色, 蛋白, 白种人//adj.白(色)的, 白种人的"
who,[hu:],"pron.谁, 那...的(人)"
whoever,[hu:5evE(r); 无论谁],"pron.任何人, 无论谁"
whole,[hEul],"n.全部, 全体, 整体, 完全之体系//adj.所有的, 完整的, 完全的, 纯粹的, 未损伤的, 未打破的//adv.完全, 整个"
wholly,[5hEuli],"adv.整个, 统统, 全部, 专门地"
whom,[hu:m; hum],pron.谁
whose,[hu:z],"pron.谁的, 那(些)人的"
why,[(h)wai],"adv.为什么, ...的(理由)//int.(表吃惊, 满意等)哎呀!什么?"
wicked,[5wikid],"adj.坏的, 邪恶的, 缺德的, 不道德的, 恶劣的, 刻毒的, 淘气的"
wide,[waid],"adj.宽的, 广阔的, 张大的, 远离目标的//adv.广阔地, 广大地, 远离目标地"
widen,[5waidn],"v.加宽, 放宽, 扩展"
widespread,[5waidspred; -5spred],"adj.分布广泛的, 普遍的"
widow,[5widEu],"n.寡妇//v.使成寡妇(或鳏夫)不道德的, 恶劣的, 刻毒的, 淘气的"
width,[widW],"n.宽度, 宽广, 广博, 有一定宽度的东西(如一快布料等)么?"
wife,[waif],n.妻子
wild,[waild],"adj.野性的, 野生的, 野蛮的, 狂热的, 疯狂的"
will,[wil; wEl; El; l],"n.意志, 决心, 意向, 遗嘱//v.aux.将, 愿意, 必须"
willing,[5wiliN],"adj.乐意的, 自愿的, 心甘情愿的, 反应迅速的"
win,[win],"v.(获)胜, 赢得, 劝诱, 取得胜利//n.赢, 胜利"
wind,[waind],"n.风//v.绕, 缠, 上发条, 旋紧"
window,[5windEu],"n.窗, 窗口"
wine,[wain],"n.葡萄酒, 酒"
wing,[wiN],"n.翅, 翅膀, 翼, 飞翔, 机翼, 派别//vt.装以翼, 飞过, 使飞, 空运, 增加...速度//vi.飞, 飞行"
winter,[5wintE],"n.冬, 冬季, 萧条期, 衰退期//adj.冬天的//vt.对...进行冬天保护//vi.过冬"
wipe,[waip],"v.擦, 揩, 擦去"
wire,[5waiE],"n.金属丝, 电线, 电报, 电信, 铁丝网//vt.用金属丝卷起, 拍电报//vi.打电报//adj.金属丝制的"
wisdom,[5wizdEm],"n.智慧, 明智的行为, 学识, 名言, 贤人, 至理名言"
wise,[waiz],"adj.英明的, 明智的, 慎虑的, 聪明的, 博学的, 明白的, 贤明的, 狡猾的//vi.知道//vt.告诉, 劝导//n.方法, 方式"
wish,[wiF],"n.愿望, 心愿, 请求, 所愿望的事物, 祝愿//v.希望, 想要, 但愿, 祝贺"
wit,[wit],"n.智力, 才智, 智慧"
with,[wiT],"prep.有, 以, 用, 同...,由于, 和...一致, 赞成, 关于, 就"
withdraw,[wiT5drC:],"vt.收回, 撤消//vi.缩回, 退出//v.撤退"
within,[wiT5in],"n.内部, 里头//adv.在内部, 在内心里//prep.在...之内, 不越出//adj.里面的, 内部的"
without,[wiT5aut],"prep.没有, 不, (表条件)如果没有, 要没有//adv.在外, 在屋外"
withstand,[wiT5stAnd],"vt.抵挡, 经受住"
witness,[5witnis],"n.[律]证人, 目击者, 证据, 证明, 证词//vt.目击, 为...作证, 证明, 表明//vi.作证, 成为证据"
wolf,[wulf],"n.狼, 残忍贪婪之人, 极度的穷困//vt.狼吞虎咽, 大吃//vi.猎狼"
woman,[5wumEn],"n.女人, 妇女, 女仆//adj.女人的, 女性的, 妇女的//vt.为...配备妇女, 使成女人腔"
wonder,[5wQndE],"n.奇迹, 惊奇, 惊愕//vt.对...感到惊讶, 惊奇, 想知道//vi.惊讶, 怀疑//adj.非凡的, 奇妙的"
wonderful,[5wQndEful],"adj.令人惊奇的, 奇妙的, 极好的, 令人愉快的"
wood,[wud],"n.木头, 木材, 树木"
wooden,[5wudn],adj.木制的
wool,[wul],"n.羊毛, 毛织品, 毛线, 绒线, 毛料衣物"
word,[wE:d],"n.字, 词, 话, 消息, 诺言, 命令//vt.为...措辞"
work,[wE:k],"n.工作, 劳动, 操作, 职业, [物]功, 手工, 作品, 机件//v.(使)工作, (使)运转, 起作用, 造成, 产生, 经营, (使)渐渐移动, 煅制"
worker,[5wE:kE],n.工人
workman,[5wE:kmEn],"n.工人, 工匠, 男工"
workshop,[5wE:kFCp],"n.车间, 工场"
world,[wE:ld],"n.世界, ...界, 世事, 世故, 社会//adj.世界的"
worm,[wE:m],"n.虫, 蠕虫, 蚯蚓, 蜗杆, 螺纹, 小人物//vi.蠕行, 慢慢前进//vt.使蠕行, 慢慢地走, 给(烟草作物)除虫"
worry,[5wQri],"n.烦恼, 忧虑, 苦恼, 撕咬//vt.使烦恼, 使焦虑, 使苦恼, 撕咬, 困扰, 折磨//vi.烦恼, 担心, 撕咬, 挣扎着前进"
worse,[wE:s],"n.(人或事)较坏者, 更坏的事, 更恶劣的事, 败北//adj.更坏的, 更恶劣的//adv.更坏地, 更恶劣地"
worship,[5wE:Fip],"n.崇拜, 礼拜, 尊敬//vi.敬神, 拜神//vt.崇拜, 尊敬"
worst,[wE:st],"adj.最坏的, 最差的//adv.最坏, 最差"
worth,[wE:W],"prep.相当...价值//n.价值, 财产//adj.值钱的, 值的看中的"
worthless,[5wE:Wlis],"adj.无价值的, 无益的"
worthwhile,[5wE:T5(h)wail],"adj.值得做的, 值得出力的"
worthy,[5wE:Ti],"n.杰出人物, 知名人士//adj.有价值的, 应...的, 可敬的, 值得的, 相称的"
would,[wud; wEd; Ed; d],"v.aux.will的过去式, 将, 愿意"
wound,[wu:nd],"n.创伤, 伤口//vt.伤, 伤寒//v.击伤"
wrap,[rAp],"n.外套, 围巾, 包裹, 秘密, 约束, 限制//vt.包装, 卷, 缠绕, 包, 覆盖, 裹, 遮蔽, 隐藏//vi.缠绕, 重叠, 穿外衣, 包起来"
wreck,[rek],"n.失事船(或飞机), 残骸, (船, 飞机的)失事//vt.破坏, 拆毁"
wrist,[rist],"n.手腕, 腕关节"
write,[rait],"vt.书写, 著述, 写, 写满, 写信给//vi.写, 写字, 写信, 写作, 作曲"
writer,[5raitE],"n.作者, 作家, 复写器"
writing,[5raitiN],"n.笔迹, 作品, 著述"
wrong,[rCN],"adj.错误的, 不正当的, 道德不好的, 失常的//adv.错误地//n.坏事, 错误, 不公正"
X-ray,[5eks5rei],X-rays X光，X射线
yard,[jB:d],"n.院子, 码"
yawn,[jC:n],"v.打呵欠, 张开, 裂开//n.呵欠"
year,[jE:; jiE],"n.年, 年龄, 年岁"
yearly,[5jE:li],adj.每年的//adv.每年
yellow,[5jelEu],n.黄色//adj.黄色的
yes,[jes],adv.n.是
yesterday,[5jestEdi],n.昨天//adv.昨天
yet,[jet],"adv.仍, 至今, 益发, 更//conj.然而, 但是"
yield,[ji:ld],"v.出产, 生长, 生产//vi.(～ to)屈服, 屈从//n.产量, 收益"
